City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
293,Lahat,ID,2021-06-01 23:09:15,-3.8,103.5333,71.08,90,64,2.33
294,Punta Cardon,VE,2021-06-01 23:09:16,11.6581,-70.215,80.49,73,99,29.24
295,Leningradskiy,RU,2021-06-01 23:09:16,69.3833,178.4167,31.1,83,50,15.97
296,Harare,ZW,2021-06-01 23:05:13,-17.8294,31.0539,37.65,83,48,4.54
297,Sukhobuzimskoye,RU,2021-06-01 23:09:17,56.5,93.2728,46.04,74,91,3.33
298,Kanniyakumari,IN,2021-06-01 23:09:18,8.0833,77.5667,80.2,80,7,17.25
299,Tuktoyaktuk,CA,2021-06-01 23:09:18,69.4541,-133.0374,33.71,78,100,10.67
300,Yenagoa,NG,2021-06-01 23:09:19,4.9247,6.2642,75.27,96,100,4.07
301,Katsuura,JP,2021-06-01 23:09:19,35.1333,140.3,73.18,72,100,8.9
302,Lodja,CD,2021-06-01 23:09:20,-3.4833,23.4333,72.1,60,80,0.31
303,Bubaque,GW,2021-06-01 23:09:20,11.2833,-15.8333,79.38,80,92,9.19
304,Rosetta,EG,2021-06-01 23:09:21,31.4044,30.4164,70.12,72,30,9.6
305,Mende,FR,2021-06-01 23:09:21,44.6667,3.5,48.74,89,100,4.81
306,Antofagasta,CL,2021-06-01 23:09:22,-23.65,-70.4,58.28,80,14,1.07
307,Nova Era,BR,2021-06-01 23:09:22,-19.75,-43.0375,63.77,95,78,0.96
308,Lagoa Formosa,BR,2021-06-01 23:09:23,-18.7786,-46.4075,66.02,61,98,2.73
309,Cururupu,BR,2021-06-01 23:07:14,-1.8283,-44.8683,75.2,91,8,3.27
310,Comodoro Rivadavia,AR,2021-06-01 23:09:23,-45.8667,-67.5,42.21,66,43,12.19
311,Tura,IN,2021-06-01 23:09:24,25.5198,90.2201,72.19,95,100,4.36
312,Fort-Shevchenko,KZ,2021-06-01 23:09:25,44.5086,50.263,73.83,64,18,10.31
313,Abu Samrah,SY,2021-06-01 23:09:25,35.3029,37.1841,65.05,73,0,11.72
314,Panaci,RO,2021-06-01 23:09:26,47.2667,25.3833,41.92,87,100,2.77
315,Port Blair,IN,2021-06-01 23:09:26,11.6667,92.75,82.08,79,3,2.17
316,Kyren,RU,2021-06-01 23:09:27,51.6828,102.1408,49.14,88,99,2.71
317,Avera,US,2021-06-01 23:09:27,33.194,-82.5271,82.74,36,91,0.25
318,Makakilo City,US,2021-06-01 23:07:26,21.3469,-158.0858,88.12,53,40,5.75
319,Penzance,GB,2021-06-01 23:09:28,50.1186,-5.5371,61.81,72,100,10.25
320,Badajoz,ES,2021-06-01 23:09:28,38.6667,-6.1667,63.3,69,43,4.97
321,Istok,XK,2021-06-01 23:09:29,42.7808,20.4875,47.16,84,8,4.92
322,Alofi,NU,2021-06-01 23:09:29,-19.0595,-169.9187,71.49,100,90,13.8
323,Vila Velha,BR,2021-06-01 23:09:30,-20.3297,-40.2925,78.96,78,75,8.99
324,Tiarei,PF,2021-06-01 23:09:31,-17.5333,-149.3333,84.22,67,58,13.62
325,Hurghada,EG,2021-06-01 23:09:31,27.2574,33.8129,83.68,37,0,24.36
326,Altamont,US,2021-06-01 23:09:32,42.2068,-121.7372,93.4,16,1,4.61
327,Hollins,US,2021-06-01 23:09:32,37.3413,-79.9431,77.61,61,40,10.36
328,Kontagora,NG,2021-06-01 23:08:10,10.3999,5.4695,76.96,81,69,9.75
329,Caravelas,BR,2021-06-01 23:09:33,-17.7125,-39.2481,73.42,85,50,5.73
330,Labuhan,ID,2021-06-01 23:09:33,-6.8844,112.2051,77.77,88,49,7.11
331,Berlevag,NO,2021-06-01 23:09:34,70.8578,29.0864,43.25,95,100,16.2
332,Ayan,RU,2021-06-01 23:09:34,56.45,138.1667,37.22,95,100,13.04
333,Ravar,IR,2021-06-01 23:09:35,31.2656,56.8055,82.4,10,0,1.41
334,Ahipara,NZ,2021-06-01 23:09:35,-35.1667,173.1667,59.95,72,60,10.2
335,Erenhot,CN,2021-06-01 23:09:36,43.6475,111.9767,47.75,49,61,8.97
336,Bintulu,MY,2021-06-01 23:09:36,3.1667,113.0333,77.29,91,58,5.1
337,Batemans Bay,AU,2021-06-01 23:09:37,-35.7167,150.1833,52.92,52,62,2.91
338,Bhachau,IN,2021-06-01 23:07:10,23.2833,70.35,82.47,77,0,12.62
339,Panzhihua,CN,2021-06-01 23:09:37,26.5851,101.7128,74.77,66,23,1.88
340,Gizo,SB,2021-06-01 23:09:38,-8.103,156.8419,82.92,77,91,4.72
341,Ayagoz,KZ,2021-06-01 23:09:38,47.9714,80.4392,61.75,59,78,2.28
342,Deep River,CA,2021-06-01 23:09:39,46.1001,-77.4995,74.43,50,74,6.08
343,Nemuro,JP,2021-06-01 23:09:39,43.3236,145.575,48.96,84,90,8.5
344,Coquimbo,CL,2021-06-01 23:09:40,-29.9533,-71.3436,56.93,94,0,6.33
345,Port Hardy,CA,2021-06-01 23:09:41,50.6996,-127.4199,63.81,77,78,10.38
346,San Patricio,US,2021-06-01 23:09:41,28.017,-97.5169,84.29,63,81,13.06
347,Dunedin,NZ,2021-06-01 23:05:32,-45.8742,170.5036,56.8,48,68,5.99
348,Aswan,EG,2021-06-01 23:09:42,24.0934,32.907,92.16,16,1,11.79
349,Naryan-Mar,RU,2021-06-01 23:09:42,67.6713,53.087,34.16,79,100,21.03
350,Halifax,CA,2021-06-01 23:08:13,44.6453,-63.5724,65.52,75,100,7.07
351,Rambouillet,FR,2021-06-01 23:09:43,48.5833,1.9167,69.87,83,43,6.69
352,Homer,US,2021-06-01 23:09:44,59.6425,-151.5483,56.08,61,90,8.05
353,Pozo Colorado,PY,2021-06-01 23:09:44,-23.4923,-58.7972,72.84,57,0,6.02
354,Madang,PG,2021-06-01 23:09:45,-5.2246,145.7966,75.18,96,100,2.95
355,Semporna,MY,2021-06-01 23:08:08,4.4818,118.6112,78.75,90,99,6.62
356,Vardo,NO,2021-06-01 23:09:46,70.3705,31.1107,44.22,89,98,18.61
357,Litovko,RU,2021-06-01 23:09:46,49.2361,135.1742,54.32,96,100,8.61
358,Anori,BR,2021-06-01 23:09:47,-3.7728,-61.6442,78.89,66,7,1.39
359,Beyneu,KZ,2021-06-01 23:09:48,45.3167,55.2,78.08,44,39,6.98
360,Bezhetsk,RU,2021-06-01 23:09:49,57.7851,36.6965,43.05,70,29,5.41
361,Beeville,US,2021-06-01 23:07:17,28.4008,-97.7483,84.38,70,1,3.44
362,Bandar-E Lengeh,IR,2021-06-01 23:07:15,26.5579,54.8807,87.15,62,18,1.34
363,Qasigiannguit,GL,2021-06-01 23:09:50,68.8193,-51.1922,39.45,64,31,7.0
364,Kedrovyy,RU,2021-06-01 23:09:50,56.1667,91.8167,43.21,63,89,3.38
365,San Pedro De Macoris,DO,2021-06-01 23:09:50,18.4616,-69.2972,83.48,67,100,9.69
366,Nuuk,GL,2021-06-01 23:09:51,64.1835,-51.7216,45.21,70,94,8.05
367,Dongsheng,CN,2021-06-01 23:09:52,39.8161,109.9776,48.9,43,48,18.32
368,Kato Glikovrisi,GR,2021-06-01 23:09:52,36.8333,22.7833,60.48,45,1,5.53
369,Kinsale,IE,2021-06-01 23:09:53,51.7075,-8.5306,55.24,87,75,11.63
370,Kitimat,CA,2021-06-01 23:09:54,54.0524,-128.6534,59.92,97,100,2.35
371,Marietta,US,2021-06-01 23:06:29,33.9526,-84.5499,80.74,51,75,6.91
372,San Ramon,US,2021-06-01 23:06:38,37.7799,-121.978,100.29,42,1,11.01
373,Thinadhoo,MV,2021-06-01 23:09:55,0.5333,72.9333,83.28,72,100,15.12
374,Tukan,RU,2021-06-01 23:09:55,53.8409,57.4552,55.33,98,100,2.71
375,Jamame,SO,2021-06-01 23:09:56,0.0722,42.7506,75.22,85,50,9.26
376,Harboore,DK,2021-06-01 23:09:56,56.6175,8.1807,56.21,82,51,12.17
377,Bratsk,RU,2021-06-01 23:09:57,56.1325,101.6142,57.69,60,3,1.83
378,Mayskiy,RU,2021-06-01 23:09:57,47.6931,40.1025,63.81,98,100,10.78
379,Chulman,RU,2021-06-01 23:09:58,56.8479,124.9104,49.51,82,99,10.78
380,Ulaangom,MN,2021-06-01 23:09:58,49.9811,92.0667,51.06,37,2,0.69
381,Waitati,NZ,2021-06-01 23:09:59,-45.75,170.5667,56.8,48,44,3.15
382,Hami,CN,2021-06-01 23:09:59,42.8,93.45,71.29,7,5,18.61
383,Tazovskiy,RU,2021-06-01 23:09:59,67.4667,78.7,32.2,96,100,16.93
384,Kothen,DE,2021-06-01 23:10:00,51.75,11.9667,59.72,85,100,5.53
385,Payo,ID,2021-06-01 23:10:01,-3.7508,103.6372,71.04,94,54,1.57
386,Sao Joao Da Barra,BR,2021-06-01 23:10:01,-21.6403,-41.0511,71.22,85,100,9.71
387,Porto Walter,BR,2021-06-01 23:10:02,-8.2686,-72.7439,76.46,89,95,1.34
388,Marsh Harbour,BS,2021-06-01 23:10:04,26.5412,-77.0636,78.73,78,100,14.09
389,Beringovskiy,RU,2021-06-01 23:10:04,63.05,179.3167,32.34,80,95,12.64
390,Kawalu,ID,2021-06-01 23:10:05,-7.3817,108.2082,71.96,98,94,1.43
391,Pemba,MZ,2021-06-01 23:10:05,-12.974,40.5178,75.61,80,61,8.63
392,Vrangel,RU,2021-06-01 23:10:05,42.7297,133.0839,54.36,95,100,1.81
393,Kyra,RU,2021-06-01 23:10:06,49.5776,111.9753,39.61,81,99,4.72
394,Cockburn Town,TC,2021-06-01 23:10:07,21.4612,-71.1419,79.61,81,71,21.18
395,Oistins,BB,2021-06-01 23:05:57,13.0667,-59.5333,78.89,65,20,14.97
396,Broome,US,2021-06-01 23:10:07,42.2506,-75.833,72.18,42,1,1.72
397,Oster,UA,2021-06-01 23:10:08,50.9506,30.8823,54.3,85,100,12.06
398,Mehamn,NO,2021-06-01 23:10:08,71.0357,27.8492,43.05,97,100,16.44
399,Channel-Port Aux Basques,CA,2021-06-01 23:10:09,47.5702,-59.1367,44.64,95,98,14.32
400,Slave Lake,CA,2021-06-01 23:10:09,55.2834,-114.769,73.35,47,70,11.79
401,Ozinki,RU,2021-06-01 23:10:10,51.1786,49.6769,59.13,96,86,10.98
402,Carmen,MX,2021-06-01 23:10:10,18.6333,-91.8333,86.04,70,20,13.8
403,Santa Cruz De La Palma,ES,2021-06-01 23:10:10,28.6835,-17.7642,69.94,68,90,8.05
404,Clyde River,CA,2021-06-01 23:10:11,70.4692,-68.5914,31.33,91,100,7.67
405,Ashtabula,US,2021-06-01 23:10:12,41.7001,-80.7665,72.79,47,1,3.71
406,General Salgado,BR,2021-06-01 23:10:12,-20.6483,-50.3606,69.1,60,13,4.27
407,Bonga,ET,2021-06-01 23:10:13,7.2833,36.2333,59.7,99,91,1.25
408,Nelson Bay,AU,2021-06-01 23:10:13,-32.7167,152.15,57.69,91,98,4.81
409,Samarai,PG,2021-06-01 23:10:14,-10.6167,150.6667,78.57,75,97,17.76
410,Loa Janan,ID,2021-06-01 23:10:14,-0.583,117.095,76.44,92,99,1.9
411,Los Llanos De Aridane,ES,2021-06-01 23:10:15,28.6585,-17.9182,65.95,87,90,5.91
412,Walvis Bay,NA,2021-06-01 23:10:15,-22.9575,14.5053,63.7,48,0,0.76
413,Hare Bay,CA,2021-06-01 23:10:16,48.8499,-54.0148,55.6,79,94,14.94
414,Cotonou,BJ,2021-06-01 23:10:16,6.3654,2.4183,81.39,82,100,10.87
415,Poum,NC,2021-06-01 23:10:17,-20.2333,164.0167,71.56,60,11,7.07
416,Opuwo,NA,2021-06-01 23:10:17,-18.0607,13.84,58.86,31,52,5.08
417,Moose Factory,CA,2021-06-01 23:10:18,51.2585,-80.6094,41.25,62,94,9.4
418,Muhos,FI,2021-06-01 23:10:18,64.808,25.9931,46.18,77,7,3.36
419,Noumea,NC,2021-06-01 23:10:19,-22.2763,166.4572,73.38,99,99,10.33
420,Hesla,IN,2021-06-01 23:10:19,24.0667,85.8833,86.05,58,33,1.54
421,Honningsvag,NO,2021-06-01 23:10:20,70.9821,25.9704,42.84,96,97,7.36
422,Brenham,US,2021-06-01 23:10:20,30.1669,-96.3977,83.64,72,90,0.0
423,Ilulissat,GL,2021-06-01 23:10:21,69.2167,-51.1,39.22,65,20,9.22
424,Sola,VU,2021-06-01 23:10:21,-13.8833,167.55,79.34,79,100,24.47
425,Norsup,VU,2021-06-01 23:10:22,-16.0667,167.3833,78.12,68,100,14.41
426,Geraldton,AU,2021-06-01 23:10:22,-28.7667,114.6,50.41,87,0,8.46
427,Peplos,GR,2021-06-01 23:10:23,40.9583,26.2656,53.08,86,97,8.55
428,Ola,RU,2021-06-01 23:10:23,59.5833,151.2833,39.29,97,100,3.44
429,Saint-Pierre,RE,2021-06-01 23:10:24,-21.3393,55.4781,74.88,78,90,18.41
430,Severo-Yeniseyskiy,RU,2021-06-01 23:10:24,60.3725,93.0408,54.64,56,100,6.67
431,Rio Tercero,AR,2021-06-01 23:10:24,-32.173,-64.1141,43.48,54,76,6.78
432,Kiruna,SE,2021-06-01 23:10:25,67.8557,20.2251,47.32,66,0,6.91
433,Okhotsk,RU,2021-06-01 23:10:25,59.3833,143.3,38.28,93,100,2.93
434,Sooke,CA,2021-06-01 23:10:26,48.3746,-123.7276,82.89,54,17,4.23
435,Shagamu,NG,2021-06-01 23:10:26,6.8432,3.6478,76.03,94,100,2.91
436,Sexsmith,CA,2021-06-01 23:10:27,55.35,-118.786,79.57,45,53,13.76
437,Cervo,ES,2021-06-01 23:10:28,43.6702,-7.4101,58.96,89,10,8.68
438,Palmer,US,2021-06-01 23:10:28,42.1584,-72.3287,73.81,46,75,4.32
439,Venado Tuerto,AR,2021-06-01 23:07:52,-33.7456,-61.9688,54.9,85,100,4.29
440,Skjervoy,NO,2021-06-01 23:10:29,70.0311,20.9714,48.45,79,27,7.45
441,Villaviciosa,ES,2021-06-01 23:10:29,43.4813,-5.4357,65.39,86,92,1.5
442,Waipawa,NZ,2021-06-01 23:10:30,-41.4122,175.5153,55.02,71,2,3.89
443,Imbituba,BR,2021-06-01 23:10:30,-28.24,-48.6703,64.29,87,1,4.74
444,Westport,US,2021-06-01 23:10:31,41.1415,-73.3579,75.51,60,1,1.01
445,Santa Rosa,PH,2021-06-01 23:08:10,14.3122,121.1114,82.11,79,100,5.32
446,Mangan,IN,2021-06-01 23:10:31,27.5167,88.5333,71.94,87,99,2.1
447,Yumaguzino,RU,2021-06-01 23:10:32,52.9041,56.3933,59.4,86,99,3.38
448,Mazyr,BY,2021-06-01 23:10:32,52.0495,29.2456,45.52,82,95,6.69
449,Wegorzewo,PL,2021-06-01 23:10:33,54.2157,21.7372,47.53,89,21,8.7
450,Agadez,NE,2021-06-01 23:10:33,19.75,10.25,92.89,9,54,8.3
451,Aasiaat,GL,2021-06-01 23:10:34,68.7098,-52.8699,35.1,81,11,10.45
452,Santiago Del Estero,AR,2021-06-01 23:10:34,-27.7951,-64.2615,68.07,49,21,5.95
453,Yagodnoye,RU,2021-06-01 23:10:35,62.55,149.6667,47.21,53,18,3.29
454,Villazon,BO,2021-06-01 23:10:35,-22.0866,-65.5942,49.41,15,31,2.01
455,Vitim,RU,2021-06-01 23:10:35,59.4511,112.5578,64.17,46,84,0.85
456,Songea,TZ,2021-06-01 23:10:36,-10.6833,35.65,60.49,95,93,2.01
457,Porto Belo,BR,2021-06-01 23:10:37,-27.1578,-48.5531,64.38,93,23,6.6
458,Kirovskiy,RU,2021-06-01 23:10:37,45.0917,133.5136,60.37,77,80,7.83
459,Gravdal,NO,2021-06-01 23:10:37,68.1214,13.5031,51.84,72,0,7.87
460,Uruacu,BR,2021-06-01 23:10:38,-14.5247,-49.1408,74.41,38,79,2.55
461,Bang Rakam,TH,2021-06-01 23:10:39,16.7585,100.1174,87.06,71,0,1.79
462,Yola,NG,2021-06-01 23:10:39,9.2,12.4833,80.64,64,88,4.16
463,Auchi,NG,2021-06-01 23:10:40,7.0667,6.2667,73.96,94,94,4.09
464,Urgut,UZ,2021-06-01 23:10:40,39.4022,67.2431,78.42,28,16,6.96
465,Basco,PH,2021-06-01 23:10:40,20.4487,121.9702,83.84,78,97,13.22
466,Changping,CN,2021-06-01 23:10:41,40.2186,116.2197,66.51,85,53,8.01
467,Alindao,CF,2021-06-01 23:10:41,5.0267,21.2088,71.92,90,88,2.04
468,Dakar,SN,2021-06-01 23:07:41,14.6937,-17.4441,72.48,87,49,15.46
469,Chaozhou,CN,2021-06-01 23:10:42,23.6651,116.6379,78.66,92,98,1.39
470,Hauterive,FR,2021-06-01 23:10:42,46.0901,3.4459,63.36,86,92,3.53
471,West Plains,US,2021-06-01 23:07:16,36.7281,-91.8524,61.81,96,90,5.95
472,Rundu,NA,2021-06-01 23:10:43,-17.9333,19.7667,51.12,42,77,5.82
473,Andenes,NO,2021-06-01 23:10:43,69.3143,16.1194,56.46,71,9,11.5
474,Zeya,RU,2021-06-01 23:10:44,53.75,127.2667,61.56,55,92,3.33
475,Varkaus,FI,2021-06-01 23:10:44,62.3153,27.873,50.31,67,96,3.02
476,Green Valley,US,2021-06-01 23:10:45,31.8543,-110.9937,99.37,12,100,1.99
477,Kavaratti,IN,2021-06-01 23:10:45,10.5669,72.642,83.53,76,92,15.08
478,Les Cayes,HT,2021-06-01 23:10:46,18.2,-73.75,81.18,74,89,7.96
479,Olafsvik,IS,2021-06-01 23:10:46,64.8945,-23.7142,44.42,80,26,18.81
480,Jackson,US,2021-06-01 23:10:47,42.4165,-122.8345,102.92,20,1,9.22
481,Piriyapatna,IN,2021-06-01 23:10:47,12.3397,76.0992,68.59,93,100,4.9
482,Balad,IQ,2021-06-01 23:09:01,34.0164,44.1453,86.31,16,0,10.02
483,Ambunti,PG,2021-06-01 23:10:48,-4.2365,142.8448,73.4,100,100,0.25
484,Bira,RU,2021-06-01 23:10:48,49.0,132.4667,56.8,87,100,3.31
485,Ulladulla,AU,2021-06-01 23:10:49,-35.35,150.4667,57.87,54,86,3.11
486,Skelleftea,SE,2021-06-01 23:10:49,64.7507,20.9528,48.56,63,70,3.38
487,Aykhal,RU,2021-06-01 23:10:50,66.0,111.5,65.59,52,46,15.43
488,Sabha,LY,2021-06-01 23:10:50,27.0377,14.4283,86.5,19,19,13.67
489,Gurupa,BR,2021-06-01 23:10:51,-1.405,-51.64,76.21,91,61,3.87
490,Gigmoto,PH,2021-06-01 23:10:51,13.7796,124.39,82.09,83,100,6.22
491,Angoche,MZ,2021-06-01 23:10:52,-16.2325,39.9086,72.09,80,7,1.77
492,Phan Thiet,VN,2021-06-01 23:10:52,10.9333,108.1,79.32,89,99,5.84
493,Srednekolymsk,RU,2021-06-01 23:10:53,67.45,153.6833,65.17,24,91,12.95
494,Jutai,BR,2021-06-01 23:10:53,-5.1833,-68.9,75.56,92,24,1.88
495,Ellensburg,US,2021-06-01 23:09:30,46.9965,-120.5479,94.59,23,1,3.0
496,Okha,RU,2021-06-01 23:10:54,53.5739,142.9478,51.58,77,68,8.48
497,Santa Isabel Do Rio Negro,BR,2021-06-01 23:10:54,-0.4139,-65.0192,75.36,96,73,2.06
498,Rockport,US,2021-06-01 23:09:16,28.0206,-97.0544,84.45,70,1,4.0
499,Mahibadhoo,MV,2021-06-01 23:10:55,3.7833,72.9667,83.52,64,57,14.16
500,Mount Gambier,AU,2021-06-01 23:10:56,-37.8333,140.7667,50.7,59,58,6.13
501,Harsin,IR,2021-06-01 23:10:56,34.2721,47.5861,63.41,29,0,0.96
502,Punta Alta,AR,2021-06-01 23:10:56,-38.8759,-62.0736,57.97,82,75,11.43
503,Camacha,PT,2021-06-01 23:10:57,33.0833,-16.3333,63.36,77,75,6.91
504,El Fuerte,MX,2021-06-01 23:10:57,26.4189,-108.6194,98.04,21,5,17.27
505,Fort Saint James,CA,2021-06-01 23:10:58,54.4333,-124.25,77.5,37,85,5.32
506,Vostok,RU,2021-06-01 23:10:58,46.4856,135.8833,53.04,87,97,4.18
507,Guarapari,BR,2021-06-01 23:08:12,-20.6667,-40.4975,78.91,86,87,4.14
508,Dalbandin,PK,2021-06-01 23:10:59,28.8947,64.4101,86.32,6,0,5.59
509,Del Rio,US,2021-06-01 23:11:00,29.3627,-100.8968,85.23,59,40,6.91
510,Rebrikha,RU,2021-06-01 23:11:01,53.0733,82.3408,60.15,69,12,4.03
511,Faanui,PF,2021-06-01 23:11:01,-16.4833,-151.75,79.95,69,77,13.29
512,Tateyama,JP,2021-06-01 23:11:02,34.9833,139.8667,73.09,76,100,8.32
513,Koryukivka,UA,2021-06-01 23:11:02,51.7688,32.2481,44.96,87,100,10.04
514,Huarmey,PE,2021-06-01 23:11:03,-10.0681,-78.1522,66.65,84,97,10.54
515,Puerto Colombia,CO,2021-06-01 23:11:03,10.9878,-74.9547,82.49,84,100,16.6
516,Juneau,US,2021-06-01 23:06:46,58.3019,-134.4197,62.6,73,75,1.99
517,Vila,PT,2021-06-01 23:11:05,42.0304,-8.1588,52.74,89,87,2.91
518,Egvekinot,RU,2021-06-01 23:11:05,66.3167,-179.1667,32.76,60,46,3.56
519,Verkhnyaya Inta,RU,2021-06-01 23:11:06,65.9811,60.3094,31.68,96,100,23.17
520,Natal,BR,2021-06-01 23:11:06,-5.795,-35.2094,77.65,83,20,7.92
521,San Francisco,US,2021-06-01 23:10:19,37.7749,-122.4194,95.14,77,20,4.0
522,Mercedes,AR,2021-06-01 23:11:07,-34.6515,-59.4307,56.03,95,100,5.97
523,Koumac,NC,2021-06-01 23:11:07,-20.5667,164.2833,73.18,54,29,6.08
524,Beitbridge,ZW,2021-06-01 23:11:08,-22.2167,30.0,62.06,53,24,1.23
525,Matagami,CA,2021-06-01 23:11:08,49.7502,-77.6328,59.11,82,90,4.63
526,Ojinaga,MX,2021-06-01 23:11:09,29.5667,-104.4167,89.56,37,1,13.8
527,Mnogovershinnyy,RU,2021-06-01 23:11:09,53.9353,139.9242,63.07,52,73,2.48
528,Yerbogachen,RU,2021-06-01 23:11:10,61.2767,108.0108,63.12,50,24,5.64
529,Qaqortoq,GL,2021-06-01 23:11:10,60.7167,-46.0333,46.9,81,72,5.99
530,Tigil,RU,2021-06-01 23:11:10,57.8,158.6667,52.9,49,100,3.69
531,Rocha,UY,2021-06-01 23:11:11,-34.4833,-54.3333,57.22,77,100,10.67
532,Sing Buri,TH,2021-06-01 23:11:11,14.85,100.2333,84.24,79,31,5.61
533,Omboue,GA,2021-06-01 23:11:12,-1.5746,9.2618,76.35,84,99,5.84
534,Port Hawkesbury,CA,2021-06-01 23:11:12,45.6169,-61.3485,58.91,85,100,1.99
535,Sitka,US,2021-06-01 23:10:14,57.0531,-135.33,55.29,76,90,3.44
536,Yaan,NG,2021-06-01 23:11:14,7.3833,8.5667,74.52,80,96,6.06
537,Ada,US,2021-06-01 23:11:14,43.4166,-116.1262,88.95,17,1,5.01
538,Campbell River,CA,2021-06-01 23:11:14,50.0163,-125.2446,79.27,44,3,5.03
539,Hobyo,SO,2021-06-01 23:11:15,5.3505,48.5268,78.49,80,99,19.51
540,Volksrust,ZA,2021-06-01 23:11:15,-27.3654,29.8818,37.08,97,27,2.1
541,Lata,PT,2021-06-01 23:11:16,40.1629,-8.3327,60.04,96,99,2.01
542,Kuandian,CN,2021-06-01 23:11:16,40.7286,124.7847,59.81,92,99,4.29
543,Tadine,NC,2021-06-01 23:11:17,-21.55,167.8833,72.23,51,19,11.9
544,Desaguadero,PE,2021-06-01 23:11:17,-16.5656,-69.0417,46.47,40,54,1.32
545,Luau,AO,2021-06-01 23:11:18,-10.7073,22.2247,59.38,48,93,4.38
546,Aktau,KZ,2021-06-01 23:11:18,43.65,51.2,70.38,60,3,5.21
547,Shelburne,CA,2021-06-01 23:11:19,44.0787,-80.2041,68.27,71,40,8.14
548,Saravan,AM,2021-06-01 23:11:19,39.7196,45.6483,52.45,37,0,2.3
549,Waingapu,ID,2021-06-01 23:11:20,-9.6567,120.2641,75.94,80,100,4.38
550,Winslow,US,2021-06-01 23:11:20,35.0242,-110.6974,87.98,10,1,1.01
551,Mayo,US,2021-06-01 23:11:21,38.8876,-76.5119,77.05,71,1,4.0
552,Sao Jose Da Coroa Grande,BR,2021-06-01 23:11:21,-8.8978,-35.1478,76.24,75,55,4.85
553,Grand Forks,US,2021-06-01 23:11:22,47.9417,-97.4337,76.68,25,40,10.36
554,Korem,ET,2021-06-01 23:11:22,12.5058,39.5228,58.84,44,10,2.08
555,Ambon,ID,2021-06-01 23:11:23,-3.6954,128.1814,81.1,81,54,10.65
556,Alekseyevka,RU,2021-06-01 23:11:24,50.6309,38.6903,51.26,89,100,13.69
557,Laon,FR,2021-06-01 23:11:24,49.5667,3.6667,55.65,86,2,7.7
558,Cedar City,US,2021-06-01 23:11:25,37.6775,-113.0619,86.4,6,1,3.44
559,Santa Vitoria,BR,2021-06-01 23:11:25,-18.8386,-50.1214,74.44,50,100,6.08
560,Saint-Joseph,RE,2021-06-01 23:11:26,-21.3667,55.6167,73.78,84,69,13.71
